Member_ID,First_Name,Last_Name,Gender,Age,Height,Weight,Hours_Sleep,Calories_Consumed,Exercise_Calories_Burned,Date
890141,Elsworth,Blois,M,81,6.9,241,9,317,333,07/04/2017
50652,Jilly,Kose,F,60,6.4,228,7,863,641,03/28/2017
335999,Moishe,Dollen,M,37,5.6,206,7,2191,406,11/07/2017
143896,Murry,Longstaff,M,96,5.9,153,6,1372,390,02/01/2017
894724,Leesa,Biffin,F,29,5.9,147,5,2388,907,07/21/2017
763466,Michell,Hatfull,F,20,6.8,202,8,2188,445,01/23/2017
450033,Ebenezer,Kolinsky,M,97,6.8,249,9,977,607,08/16/2017
873589,Derk,Buddock,M,30,6.3,176,5,2745,872,05/24/2017
975142,Jocelyne,Curless,F,67,5.4,239,10,2381,740,11/18/2017
493628,Gavra,Marlon,F,85,5.7,166,10,1205,926,04/06/2017
326810,Lauretta,Kassman,F,65,6.8,153,7,689,397,10/31/2017
344898,Natasha,Lilbourne,F,73,6.9,72,7,1709,797,10/31/2017
558336,Dilan,Gradly,M,79,6.7,246,6,2585,739,04/27/2017
732269,Zara,Pettyfer,F,18,5.5,237,5,1346,907,08/13/2017
679495,Nessie,Drabble,F,37,5.9,64,8,1325,689,01/07/2017
483606,Paola,Mollitt,F,82,6.3,142,10,1953,444,02/17/2017
424253,Giffy,Redington,M,79,6.8,105,7,2377,966,10/30/2017
814719,Shaine,Commins,F,76,5.5,209,5,1000,310,12/12/2017
965018,Mikkel,Buick,M,87,5.4,101,5,555,214,10/14/2017
388655,Ulrikaumeko,Pattlel,F,65,5.9,78,6,1029,727,01/04/2017
109390,Wileen,Gilhool,F,90,6.8,186,5,1541,909,08/02/2017
469473,Giovanna,Copestick,F,23,5.7,158,10,741,758,07/16/2017
737482,Burlie,Rosenkrantz,M,84,6,133,8,1297,353,01/13/2017
786989,Jennie,Heninghem,F,56,5.5,205,6,2799,411,12/08/2017
129178,Sharona,Dundridge,F,67,6.3,98,9,1709,692,12/13/2017
646074,Vivyan,Dootson,F,31,5.5,93,10,2949,560,03/13/2017
493285,Nick,Jerdan,M,43,5.5,170,6,1627,682,12/04/2017
700616,Maurizio,Tire,M,50,5.3,183,10,2190,981,04/01/2017
272737,Beale,Bruneton,M,24,6.8,125,7,2882,797,03/29/2017
362377,Ingrim,Copin,M,22,6.2,242,5,1290,210,10/22/2017
789125,Lew,Gibbett,M,27,5.8,235,10,1978,453,04/12/2017
110241,Amalea,Antognetti,F,76,5.1,102,8,1984,352,08/30/2017
512402,Jule,Foat,M,53,5.2,68,9,824,697,02/05/2017
505410,Doy,Turbern,M,30,5.6,220,9,2782,504,05/16/2017
890799,Mortimer,Boldra,M,23,6.4,180,8,2668,786,12/22/2017
390062,Ferguson,Thormann,M,61,6.9,218,5,797,208,02/09/2017
781744,Judd,Cariss,M,56,5.4,217,8,2248,296,04/06/2017
186108,Susanetta,Butterfill,F,83,6.5,100,8,2347,915,06/18/2017
143602,Clair,Whyman,M,50,5.2,246,9,669,535,12/16/2017
431114,Guenna,Basini-Gazzi,F,81,6.5,156,8,2398,232,07/09/2017
979977,Obie,Boatwright,M,73,6.1,200,5,1887,962,01/03/2017
753208,Luciano,Brunroth,M,60,6,155,5,1876,813,02/22/2017
654176,Ambrose,Petty,M,99,5.7,217,7,2073,407,05/30/2017
806884,Arvin,Biernacki,M,89,5.6,184,5,1317,399,02/22/2017
635770,Doro,Plumptre,F,89,6.2,205,8,639,645,08/15/2017
396947,Sibylle,O'Crevan,F,86,5.2,195,8,1166,859,07/30/2017
541602,Ginger,Jozsef,F,45,6.5,91,6,2485,954,08/06/2017
164468,Raimund,Smurthwaite,M,64,6.2,226,8,781,809,06/13/2017
810144,Emyle,Ibanez,F,95,5.7,134,10,556,556,07/02/2017
760526,Sandor,Langran,M,21,5,188,5,898,694,02/23/2017
183778,Ignacius,Annes,M,51,5.2,104,7,374,648,08/31/2017
775098,Reed,Caselli,M,84,5.3,131,6,729,831,08/29/2017
437875,Albrecht,Mathely,M,86,6,104,5,1853,548,09/30/2017
496081,Julie,Suggett,F,99,7,234,7,1406,964,11/29/2017
136300,Weidar,Jikovsky,M,35,6.2,241,6,1101,810,05/19/2017
630760,Erinna,Beech,F,86,5.6,188,9,679,688,11/08/2017
373950,Stuart,Probat,M,66,5.8,186,9,957,365,11/21/2017
767300,Valeda,Mugg,F,22,6.1,135,10,918,931,07/24/2017
533758,Brandyn,Reisin,M,66,6.9,105,10,1543,495,02/13/2017
170006,Jayne,Milella,F,41,6.6,221,5,2782,778,04/18/2017
167847,Vinni,Stailey,F,70,5.7,200,7,2422,291,08/16/2017
90946,Edita,Marling,F,66,6.9,202,5,1556,763,05/07/2017
739340,Forester,Di Biagio,M,32,6.9,162,9,2567,801,07/29/2017
943282,Cyndi,Brugh,F,62,6.3,234,8,2697,736,07/05/2017
523146,Lucinda,Le Monnier,F,36,6,165,9,768,637,07/31/2017
736377,Clovis,Batten,F,37,5.6,69,10,968,355,12/02/2017
476185,Christiane,Pepys,F,99,5.2,140,10,1652,433,09/05/2017
423806,Brigg,Selwin,M,68,6,147,7,1253,959,08/06/2017
66196,Lay,Dobrovsky,M,37,6.2,70,7,2899,728,05/27/2017
920446,Merci,Gooding,F,87,5.5,231,7,890,546,04/01/2017
131559,Kinnie,Landal,M,34,6.5,181,6,1504,293,07/19/2017
579400,Albertine,Bausor,F,24,5.4,137,5,2940,377,06/18/2017
371020,Sandie,Brecher,F,93,5.1,126,7,1611,878,12/16/2017
383260,Margaux,Karolczyk,F,60,5.7,180,7,2863,332,11/21/2017
653042,Pryce,Criple,M,65,5.5,241,9,2926,410,05/13/2017
714867,Genevra,Orrell,F,53,6.9,67,9,419,457,12/11/2017
621148,Erich,Barlace,M,64,5.8,175,8,2072,741,09/17/2017
221117,Darrell,Tod,M,78,5.2,145,7,1638,906,09/27/2017
698496,Isidoro,Philbrick,M,52,6,210,6,2740,260,07/17/2017
352219,Nell,Bonallack,F,39,5.8,240,5,2826,641,08/23/2017
7484,Kendall,Peasgood,M,96,5.7,244,6,935,243,05/25/2017
468718,Laughton,Carbine,M,30,5.6,95,5,636,211,05/22/2017
438679,Ethelbert,Hudless,M,41,5.6,163,10,2690,951,09/03/2017
844465,Orsa,Frodsam,F,46,6.8,237,7,2974,896,06/26/2017
704282,Mariel,Schust,F,78,6.3,86,7,581,555,09/05/2017
908833,Caprice,Gonzales,F,88,6.9,157,8,1959,561,04/24/2017
373304,Wernher,Dani,M,79,5.1,220,10,871,481,02/19/2017
151153,Giles,MacAlpine,M,66,5,165,10,524,345,06/20/2017
937725,Merwin,Dunbar,M,71,5.2,62,9,1004,976,03/01/2017
922029,Judy,Stevings,F,24,6.5,165,10,2893,630,06/29/2017
227286,Kaylil,Klehn,F,45,5.9,64,9,671,354,10/04/2017
581334,Lloyd,Holbarrow,M,58,5.3,185,5,1553,519,10/01/2017
399788,Rhonda,Howell,F,72,5.4,175,6,2354,409,06/06/2017
848705,Arin,Simkovitz,M,74,5.4,180,5,1880,480,09/22/2017
252547,Barnaby,Skeech,M,65,5.4,67,10,2698,736,05/04/2017
39131,Sybyl,Graalmans,F,35,6.8,106,9,323,313,02/27/2017
880636,Tallia,Risso,F,64,6.8,250,7,331,332,03/20/2017
44841,Goldina,Vinnick,F,45,6.6,64,10,1035,648,02/19/2017
851105,Candra,Catterall,F,73,5.4,137,5,900,231,01/20/2017
739567,Abbey,Richemond,M,27,5.6,141,9,2857,749,01/22/2017
285588,Robers,Missen,M,52,7,138,7,1545,751,07/02/2017
945996,Sonnnie,Barsham,F,50,6.5,238,10,1669,592,02/08/2017
141673,Tate,Dalgarnocht,M,39,6.6,123,10,2700,318,05/19/2017
472170,Basilio,Stave,M,19,6.6,241,9,1214,937,12/02/2017
5249,Nero,Olivia,M,94,6,174,5,1656,473,07/23/2017
884986,Dyanne,Trevan,F,72,5.9,154,5,2403,236,04/01/2017
229189,Cyndia,Yurkevich,F,99,5.3,240,5,2675,704,04/01/2017
422981,Humfrey,Witty,M,34,5.8,205,6,1398,734,12/11/2017
171509,Minnie,Giovannilli,F,35,6.6,249,10,1445,506,10/05/2017
979501,Johnath,Caile,F,95,6.4,205,6,2962,681,08/14/2017
326218,Renata,Loines,F,54,5,237,8,338,888,09/21/2017
270473,Hermann,Emptage,M,72,5.8,191,5,1264,759,02/07/2017
39941,Maribel,Sutter,F,31,6.1,167,6,1412,552,07/19/2017
905755,Eb,Derobert,M,41,7,120,6,1264,815,11/25/2017
682895,Hermina,Chadwick,F,98,5.4,70,6,924,833,06/04/2017
166874,Marquita,Stoile,F,85,6.7,131,9,815,386,08/25/2017
58905,Chickie,Rappaport,F,90,6.8,165,8,2559,561,08/25/2017
62442,Kingston,Evreux,M,59,5.4,231,8,933,988,03/09/2017
421261,Genvieve,Smalles,F,48,6.3,229,5,2836,211,11/09/2017
369210,Tybie,Dunnan,F,50,5.4,243,7,2125,467,06/29/2017
469987,Stanley,Ferry,M,76,6.5,133,5,1510,230,08/11/2017
537259,Minnie,MacKenzie,F,52,5,174,9,2897,363,11/12/2017
801893,Verney,Boyington,M,51,5.6,171,10,2566,311,03/20/2017
23548,Jordon,Newgrosh,M,19,7,208,7,1051,488,03/20/2017
100384,Sigmund,Fawthorpe,M,34,5.9,201,6,1865,475,04/16/2017
130216,Dre,Gawne,F,45,5.8,213,6,1284,489,02/09/2017
46696,Elianore,Coulthurst,F,45,6.1,60,9,1787,280,08/21/2017
825262,Omero,Bridgett,M,41,5.3,71,7,2881,466,09/15/2017
596029,Cherida,Raybould,F,74,6.4,149,9,2046,724,03/31/2017
375414,Regan,Cowill,F,64,5.4,149,8,2896,575,01/06/2017
338245,Abie,Ayliff,M,29,5.1,233,5,2424,726,11/07/2017
878068,Mahalia,Stonestreet,F,100,5.1,189,7,1298,807,03/11/2017
809659,Jermain,Skilton,M,52,5.4,198,8,1348,709,08/20/2017
398985,Audra,Scandroot,F,68,6.8,128,10,2609,718,12/16/2017
912571,Chrysa,McGiveen,F,55,6.5,191,5,608,324,01/06/2017
62832,Parnell,Phippin,M,67,5,165,10,2295,886,10/03/2017
94636,Freda,Pindar,F,68,6.9,183,6,1818,275,01/16/2017
976603,Enrique,Vanacci,M,88,5.4,201,6,1567,230,03/28/2017
236853,Zelda,Harriskine,F,70,6.1,140,7,2848,914,10/07/2017
880583,Redford,Joubert,M,31,5.9,113,9,659,314,08/11/2017
237859,Tilly,Diggles,F,69,6.7,227,10,1153,951,03/15/2017
836153,Bastien,Allard,M,24,5.8,78,7,435,825,12/16/2017
822116,Evvie,Shackesby,F,36,6.4,213,7,2928,875,11/08/2017
847385,Derron,Hark,M,86,6.3,232,7,1568,438,05/17/2017
3206,Pamella,Masarrat,F,95,5.6,246,6,2701,368,12/30/2017
298161,Briggs,Hakonsen,M,25,5.6,210,8,601,238,09/24/2017
241123,Jaquenette,Asals,F,78,5.6,152,7,2869,603,01/12/2017
247635,Virginia,Ellicock,F,77,6.3,77,8,2521,445,02/14/2017
523272,Rafaelia,Noton,F,78,5.9,113,7,2286,980,01/18/2017
660922,Kelley,Duckett,F,22,5.7,162,7,1340,851,01/04/2017
966599,Durante,Breston,M,22,6.1,139,7,2342,510,04/25/2017
149858,Marnie,Steel,F,82,5.2,78,9,1552,205,11/12/2017
507873,Wilbur,Hunting,M,51,6.8,201,6,482,401,12/22/2017
779771,Blinnie,Matthewson,F,90,6.5,238,8,2993,865,09/12/2017
685274,Marie-ann,Scaice,F,46,6,237,8,1225,790,09/25/2017
99491,Lani,Lemerle,F,93,6.6,129,8,1653,528,06/08/2017
698324,Yasmin,Gartan,F,93,6.8,168,10,2505,524,01/29/2017
863420,Grant,Boissieux,M,98,5.4,124,6,670,330,09/19/2017
126391,Sutherlan,Samways,M,83,7,86,7,1241,818,03/17/2017
710012,Larine,Condy,F,69,6.3,116,7,1351,919,08/04/2017
490784,Audie,Van Merwe,F,85,5.2,141,9,1068,655,07/30/2017
169000,Flin,McGeady,M,95,5.9,190,8,656,845,06/03/2017
92575,Lorita,Fillery,F,91,6,120,7,779,289,09/18/2017
197221,Arabella,Pugsley,F,81,6.5,62,8,1270,310,09/05/2017
953054,Humphrey,Quiddington,M,76,5,212,9,1082,920,01/22/2017
489064,Tandi,Fairhall,F,56,5.6,158,5,1145,246,08/28/2017
918804,Prinz,Swindell,M,81,6.6,61,10,2202,637,10/23/2017
85003,Rivi,Bullough,F,22,5,127,7,1647,493,02/14/2017
842996,Torin,Curror,M,43,5.7,177,10,1424,530,01/25/2017
51048,Fair,McOmish,M,57,5.5,75,9,2227,541,10/31/2017
504323,Bobby,Affron,F,49,6.6,183,8,2451,554,05/25/2017
779020,Kandy,Simonsson,F,47,6.6,233,9,1118,930,03/01/2017
348554,Wittie,Cranstoun,M,52,5.8,90,7,1980,824,01/18/2017
643132,Gilbert,Tollit,M,88,6.8,237,7,580,869,04/30/2017
655695,Reginald,Evreux,M,87,5.7,185,10,1829,491,09/08/2017
403714,Consalve,Wroughton,M,37,6.2,139,9,1725,339,10/07/2017
318994,Ernesto,Pass,M,54,6.7,242,5,1190,773,12/02/2017
28440,Josi,Bourthoumieux,F,30,6.6,148,8,367,906,10/04/2017
695154,Leupold,Grodden,M,66,6.4,94,10,1777,928,01/09/2017
615203,Sammy,Tidmas,M,74,6.1,229,6,2813,687,11/26/2017
944687,Ivor,Maytom,M,45,6.9,94,9,2026,353,12/10/2017
334749,Kali,Saladine,F,27,5.8,238,8,2803,242,11/16/2017
986442,Lyda,Kirtley,F,32,5.1,109,8,482,682,05/31/2017
731435,Anitra,Pitcaithly,F,90,6.4,70,8,2989,345,11/03/2017
263067,Gusty,Schurcke,F,34,6.9,171,5,976,599,05/13/2017
80289,Roland,McIlveen,M,48,5.5,81,6,2530,943,02/19/2017
714309,Milly,Dehm,F,99,5.9,195,8,1526,211,03/26/2017
186324,Allen,Hector,M,44,5.4,206,9,783,530,07/08/2017
81228,Woodman,Dunnan,M,62,6.7,65,8,2127,771,02/19/2017
721386,Barton,Bakeup,M,21,5,160,8,2505,479,10/14/2017
542357,Celia,Rylstone,F,45,6.2,181,10,2244,767,02/22/2017
136664,Drusilla,Zorzetti,F,94,6.1,130,7,2843,481,04/11/2017
479162,Chico,Keppy,M,95,6.5,241,5,2461,521,04/25/2017
288195,Sherye,Izachik,F,74,5.8,195,5,489,491,12/10/2017
340241,Nixie,Tulloch,F,89,5.8,83,6,1671,213,04/17/2017
345542,Gallard,Coslitt,M,77,6.5,120,10,1632,251,07/12/2017
850817,Nonie,Bowling,F,19,6.5,74,9,364,831,08/25/2017
253454,Chaddie,Volkes,M,68,6.6,102,6,1507,399,04/18/2017
835153,Ethelbert,Petric,M,66,5.8,136,7,1960,924,02/16/2017
271706,Carlyle,Bellam,M,97,6.2,163,10,347,570,01/18/2017
134134,Harris,Cohn,M,74,6.4,105,5,2625,310,08/13/2017
122906,Sophie,Maylor,F,59,6.8,184,9,768,295,10/06/2017
734162,Hayes,Callender,M,43,5.4,155,7,2885,241,08/28/2017
537516,Alysa,Geindre,F,39,5.6,191,5,2515,285,01/28/2017
652341,Ethelbert,Utton,M,35,6.3,250,10,2235,894,01/05/2017
400972,Diann,Varden,F,36,5.4,164,10,541,626,08/28/2017
78382,Marja,Kinsett,F,38,6.3,115,6,2368,830,02/21/2017
542501,Faythe,Rennebach,F,50,5.4,129,8,1824,234,04/29/2017
187086,Gayle,Claremont,M,60,5.2,126,10,2243,971,07/17/2017
775627,Salomo,Trayte,M,18,5.4,108,5,1855,912,05/14/2017
758205,Brantley,Kimble,M,82,5.7,154,8,438,707,08/29/2017
312764,Mel,Balding,F,88,5.1,161,10,2025,582,01/29/2017
251357,Harlene,Folbigg,F,49,6.9,229,9,1856,488,11/06/2017
833033,Ferdie,Clemo,M,27,6.4,70,9,1407,330,11/16/2017
324981,Leyla,Rathborne,F,84,5.9,83,10,2409,572,04/04/2017
714992,Godfrey,Belasco,M,24,6.2,187,5,592,703,05/12/2017
71946,Gretel,Sorensen,F,55,5.1,101,6,1491,933,10/03/2017
528531,Orlan,Corpes,M,51,6.6,218,9,1273,785,11/20/2017
654071,Frasquito,Crow,M,72,6.3,218,6,2972,953,01/25/2017
419849,Nichols,Plitz,M,82,5.2,123,6,407,601,01/29/2017
928567,Lindy,Gilvear,F,72,6.9,187,10,397,513,11/21/2017
839098,Hillier,Jankin,M,61,6.7,176,5,2947,311,06/06/2017
642379,Orelle,Aldus,F,22,6.6,119,9,1311,352,04/27/2017
827282,Virgina,Sabate,F,23,6,122,5,1291,201,11/05/2017
813597,Spike,Toohey,M,86,5.6,244,8,723,325,10/15/2017
68878,Cammie,Smellie,F,20,6.1,193,9,686,828,12/28/2017
578235,Sue,Devers,F,36,5.3,68,9,1591,797,03/08/2017
870628,Lilllie,Drogan,F,66,6,107,5,1120,290,11/24/2017
834948,Sorcha,Rookes,F,82,5.9,88,10,2240,319,04/05/2017
2624,Oswell,Parham,M,26,5,106,8,1569,281,01/08/2017
748110,Rivalee,Barron,F,51,6.2,105,10,464,308,08/18/2017
795160,Ev,Livezey,M,60,6.2,65,7,528,518,11/23/2017
740106,Saloma,Pescott,F,94,5.3,111,9,397,493,05/06/2017
518459,Rolph,Sturgess,M,68,6.4,170,10,1456,298,03/01/2017
583350,Kylie,Waitland,M,63,5.4,87,7,1759,730,11/16/2017
871675,Vasily,Elph,M,51,6.7,179,10,2328,797,06/26/2017
238552,Flor,Evert,F,57,6.3,174,5,621,947,02/09/2017
149069,Livvie,Risson,F,58,5.4,62,10,841,844,09/29/2017
144658,Cassius,Olford,M,41,6.2,84,7,1696,879,07/01/2017
616579,Kelsey,Madsen,F,38,6.8,233,9,572,734,10/10/2017
13446,Carolina,Hullock,F,67,5.9,215,6,2979,690,01/01/2017
47694,Venus,Slocombe,F,24,5.2,61,9,1258,322,10/15/2017
857910,Jeromy,Kordovani,M,71,5.2,132,7,2974,499,02/08/2017
784527,Hilliard,Portriss,M,38,6.5,198,9,732,915,09/03/2017
334013,Swen,Arnowitz,M,81,6.2,144,8,1273,581,05/31/2017
203803,Davidson,Snowball,M,75,6.3,211,5,2058,792,01/31/2017
290655,Padget,Ludee,M,52,5.9,235,7,1078,465,10/21/2017
353752,Mal,Porte,M,95,6.7,129,7,1450,885,11/22/2017
220392,Julianne,Glitherow,F,52,5.2,204,9,2113,813,03/13/2017
941380,Nerita,Bower,F,47,5.9,144,8,568,690,10/13/2017
226751,Seamus,Jonah,M,76,5.1,193,7,335,813,10/09/2017
206336,Maridel,O'Garmen,F,21,5.5,144,5,1700,671,09/25/2017
749101,Ichabod,Simmonds,M,76,5.1,107,9,2070,285,06/09/2017
49816,Lyell,Crocker,M,44,6.1,123,10,2437,686,07/04/2017
176093,Karie,Spinley,F,70,6.6,193,8,464,424,02/04/2017
851883,Mira,Woodsford,F,83,5.4,217,7,1550,363,09/12/2017
413795,Oralia,Renvoise,F,78,7,134,6,2320,740,05/03/2017
338279,Zacherie,Iannazzi,M,42,6.2,229,7,2823,613,06/28/2017
744310,Ambrosi,Pearcy,M,32,5.1,198,8,1825,366,05/22/2017
139456,Lane,Segge,F,49,6.1,176,9,836,259,03/15/2017
625590,Rebeca,Gerrish,F,98,6.6,234,9,442,276,10/23/2017
108433,Karly,Bidder,F,49,5.2,118,9,955,360,10/28/2017
799070,Astra,Hilldrop,F,59,6.9,196,7,2177,805,11/27/2017
791938,Romeo,Manjin,M,73,5.7,211,10,704,515,10/05/2017
288371,Sophey,Durber,F,54,5.1,152,6,1279,521,03/06/2017
124124,Yorgo,Cota,M,41,5.5,80,10,2471,362,09/08/2017
73889,Auguste,Copcote,F,90,6.1,84,8,899,591,12/21/2017
499028,Lexy,Esh,F,91,5.2,134,9,890,578,04/04/2017
129091,Ethan,Allsopp,M,38,6.2,109,7,906,646,09/25/2017
678757,Lazar,Devennie,M,100,6,250,10,1865,574,09/05/2017
113608,Issie,De Bischof,F,34,6.4,243,5,1833,681,12/25/2017
651034,Ashlie,Riggulsford,F,30,5.5,175,7,363,673,02/25/2017
394450,Teodoro,Laughnan,M,59,6.4,213,6,1156,573,11/10/2017
140611,Christen,Stodd,F,48,6.8,240,5,1070,338,12/12/2017
767612,Consuela,Pococke,F,58,5.2,82,6,2292,273,02/06/2017
326861,Sammie,Cavee,M,68,6.5,185,10,689,927,01/07/2017
223301,Homer,D'Oyly,M,27,6.2,137,5,1831,202,03/25/2017
575746,Cass,Vidloc,M,82,6.1,202,7,1687,224,11/14/2017
354181,Valentino,Stones,M,80,6.9,74,5,2531,815,06/20/2017
622284,Stanislaw,Burnitt,M,22,6.3,114,9,2156,983,01/19/2017
935114,Tadio,Kief,M,82,6.8,217,10,1569,582,04/23/2017
18231,Terrel,Klemmt,M,32,5.6,231,9,2105,212,11/02/2017
